data;P Foz Rio Urubu;P Rio Urubu Fazenda Fortaleza;H Foz Rio Urubu;H Rio Urubu Fazenda Fortaleza;Q Foz Rio Urubu;Q Rio Urubu Fazenda Fortaleza
6/DECEMBER/2018;0;0;284.54166;None;0;None
7/DECEMBER/2018;0;0.2;290.5729;None;0;None
8/DECEMBER/2018;0;0;298.6146;None;0;None
9/DECEMBER/2018;7.9999986;8.000001;305.5521;None;0;None
10/DECEMBER/2018;0.2;0;314.8229;None;0;None
11/DECEMBER/2018;0;0;322.25;None;0;None
12/DECEMBER/2018;0;0;325.72916;None;0;None
13/DECEMBER/2018;0;0;330.3021;None;0.09583333;None
14/DECEMBER/2018;0;0;332.41666;None;0.13229167;None
15/DECEMBER/2018;0;0;331.6354;None;0.123958334;None
16/DECEMBER/2018;0;0;326.5729;None;0.004166667;None
17/DECEMBER/2018;0;0;322.8854;None;0;None
18/DECEMBER/2018;0;0.2;321.33334;None;0;None
19/DECEMBER/2018;0;0;319.6875;None;0;None
20/DECEMBER/2018;0;1.6;316.39584;None;0;None
21/DECEMBER/2018;0;0;311.83334;None;0;None
22/DECEMBER/2018;14.400001;42;309.6146;None;0;None
23/DECEMBER/2018;4.2;0.2;308.6979;None;0;None
24/DECEMBER/2018;1.6;0;309.625;None;0;None
25/DECEMBER/2018;0;0.4;308.84375;None;0;None
26/DECEMBER/2018;0;0.4;305.4271;None;0;None
27/DECEMBER/2018;45.000008;12.8;305.6354;None;0;None
28/DECEMBER/2018;14.799999;29.200003;308.83334;None;0;None
29/DECEMBER/2018;9.399999;4.2;311.72916;427.2;0;22.88
30/DECEMBER/2018;0;0;313.625;430.26044;0;24.177084
31/DECEMBER/2018;22.400002;44.399998;314.5104;434.6042;0;26.05625
1/JANUARY/2019;6.2;0.6;318.65625;439.70834;0;28.39375
2/JANUARY/2019;0.2;0;322.1875;442.05206;0;29.526041
3/JANUARY/2019;21.400002;0;324.59375;442.03125;0;29.515625
4/JANUARY/2019;0;0;324.10416;440.3021;0;28.655209
5/JANUARY/2019;15.999999;2.8000002;322.3125;437.02084;0;27.146875
6/JANUARY/2019;1;4.7999997;320;432.6875;0;25.2125
7/JANUARY/2019;0;0;321.875;432.39133;0;25.066303
8/JANUARY/2019;2.8000002;13.5999975;326.83334;433.5;0.017708333;25.533333
9/JANUARY/2019;0.2;0;332.10416;435.70834;0.11770833;26.554167
10/JANUARY/2019;12.799999;12.599999;333.0729;434.1875;0.14895834;25.866667
11/JANUARY/2019;4.799999;6.8;333.20834;434.21875;0.12708333;25.887499
12/JANUARY/2019;8.4;14.400001;334.4479;434.2604;0.19895834;25.88125
13/JANUARY/2019;0;0;333.0625;433.47916;0.134375;25.539583
14/JANUARY/2019;23.4;34.000004;333.875;438.1771;0.16875;27.727083
15/JANUARY/2019;11.8;26.6;341.5521;449.1979;0.51875;33.273956
16/JANUARY/2019;0;0.2;348.35416;455.32294;1.0427084;36.69375
17/JANUARY/2019;0;0;352.125;457.2292;1.4854167;37.8375
18/JANUARY/2019;0;0;349.95834;459.375;1.1958333;39.125
19/JANUARY/2019;0;0;345.3021;456.01044;0.8041667;37.121876
20/JANUARY/2019;0;0.8;333.8646;451.25003;0.17604168;34.350002
21/JANUARY/2019;3.4;3.8000002;330.8646;450.76746;0.10208333;34.09884
22/JANUARY/2019;0;0;331.1146;451.46878;0.10520834;34.48125
23/JANUARY/2019;12.6;1;331.39584;450.3021;0.12916666;33.850002
24/JANUARY/2019;0;0;329.625;449.28122;0.1;33.26875
25/JANUARY/2019;1.6;12.2;328.4479;446.3229;0.06458333;31.691666
26/JANUARY/2019;5.9999995;16.000002;327.9479;445.90625;0.008333334;31.46875
27/JANUARY/2019;2.2;19.800001;328.64584;448.09372;0.026041668;32.653122
28/JANUARY/2019;3.0000005;19.000004;333.29166;453.875;0.16041666;35.882294
29/JANUARY/2019;0.4;0.4;344.28125;460.375;0.73020834;39.775
30/JANUARY/2019;0;0;352.27084;462.6354;1.50625;41.197918
31/JANUARY/2019;0;0;357.8646;464.66666;2.278125;42.56146
1/FEBRUARY/2019;3.3999999;7.6000004;361;465.35416;2.7666667;43.021873
2/FEBRUARY/2019;6.9999995;19.2;360.5625;466.2935;2.6916666;43.618477
3/FEBRUARY/2019;0;0;360.29166;463.1146;2.659375;41.521873
4/FEBRUARY/2019;0;0;358.09375;459.65216;2.3145833;39.319565
5/FEBRUARY/2019;0;0;357.71875;455.28128;2.2395833;36.66875
6/FEBRUARY/2019;0;0;354.22916;450.4271;1.7635417;33.915627
7/FEBRUARY/2019;0.4;19.400002;349.22916;446.05206;1.178125;31.55625
8/FEBRUARY/2019;0;11.999999;348.9271;441.02173;1.1322917;29.038044
9/FEBRUARY/2019;1.2;10.999999;343.52084;441.85416;0.6489583;29.427084
10/FEBRUARY/2019;0.2;0.2;338.35416;442.5104;0.3375;29.755209
11/FEBRUARY/2019;2.4;0;335.1979;443.07526;0.21666667;30.037634
12/FEBRUARY/2019;0;0;336.3125;444.03296;0.246875;30.516483
13/FEBRUARY/2019;2.6000001;0;332.97916;441.71875;0.13229167;29.359375
14/FEBRUARY/2019;0.2;0;327.3021;440.70834;0.022916667;28.854166
15/FEBRUARY/2019;0;0;322.52084;440.41666;0;28.71875
16/FEBRUARY/2019;0;1;318.7802;435.92392;0;26.65652
17/FEBRUARY/2019;12.200001;5.3999996;314.3125;432.37503;0;25.0625
18/FEBRUARY/2019;0.6;1;315.46875;436.46875;0;26.889584
19/FEBRUARY/2019;0;0;322.375;443.22916;0;30.126041
20/FEBRUARY/2019;42;53.40001;335.1771;452.6979;0.24791667;35.25104
21/FEBRUARY/2019;0.2;0.2;349.90625;462.1771;1.2541667;40.925
22/FEBRUARY/2019;26.800001;15;362.03125;469.16666;3.0354166;45.63646
23/FEBRUARY/2019;0.2;0.2;372.9896;475.9792;5.3947916;50.589584
24/FEBRUARY/2019;3.2;4;377.16666;475.15625;6.55;49.942707
25/FEBRUARY/2019;8.400001;11;377.46875;475.6344;6.640625;50.316128
26/FEBRUARY/2019;0.2;0.2;379.53125;477.9895;7.259375;52.09263
27/FEBRUARY/2019;0;0;380.91666;476.68753;7.6822915;51.129166
28/FEBRUARY/2019;24;54.6;379.28125;472.72824;7.184375;48.155434
29/FEBRUARY/2019;None;None;None;None;None;None
30/FEBRUARY/2019;None;None;None;None;None;None
31/FEBRUARY/2019;None;None;None;None;None;None
1/MARCH/2019;0;1.8;381.46875;474.8125;7.8958335;49.66875
2/MARCH/2019;6.4;5.2;382.25;472.5652;8.175;48.03913
3/MARCH/2019;10.8;6.5999994;383.21875;469.8125;8.5;46.068752
4/MARCH/2019;21.4;45.8;388.16666;479.8854;10.385417;53.767708
5/MARCH/2019;42.400005;45.20001;410.1875;499.97852;21.497917;71.873116
6/MARCH/2019;15.2;17.000002;432.88544;511.55914;37.608334;84.17527
7/MARCH/2019;0.2;3.8;446.79166;517.40625;50.45;91.06979
8/MARCH/2019;0;0;455.4792;518.9583;59.673958;92.95
9/MARCH/2019;3.0000002;11.599999;459.9375;519.0543;64.785416;93.07174
10/MARCH/2019;1.2;9.6;464.10416;519.76404;69.825;93.96292
11/MARCH/2019;0.2;0;470.35416;524.1579;77.81042;99.60526
12/MARCH/2019;12.800001;3.2;477.9167;524.63544;88.17291;100.22604
13/MARCH/2019;42.600002;42.60001;487.10416;527.78125;101.854164;104.45937
14/MARCH/2019;0.2;0;497.10416;529;118.05625;106.1
15/MARCH/2019;0;0;505.53125;529.23956;132.88542;106.43542
16/MARCH/2019;33.800003;22.200005;514.1042;531.84375;149.11354;110.120834
17/MARCH/2019;0.2;0;524.90625;535.19794;171.04167;114.96146
18/MARCH/2019;0;0;531.4127;536.53125;185.13968;116.89687
19/MARCH/2019;2.6;0;None;535.51044;37.63515;115.413536
20/MARCH/2019;0.8;0.6;None;530.51044;43.873333;108.23125
21/MARCH/2019;6.6;30.6;None;524.7083;49.002293;100.33021
22/MARCH/2019;0.8;0.6;None;522.80206;51.55406;97.84271
23/MARCH/2019;0.4;4.4;None;519.8333;52.73969;94.06875
24/MARCH/2019;1.8000001;0.6;None;517.0833;51.355625;90.675
25/MARCH/2019;34.60001;32.4;None;517.19794;54.846977;90.828125
26/MARCH/2019;10.199999;8.599999;None;520.38544;76.29188;94.762505
27/MARCH/2019;5;0.8;None;521.65625;91.245316;96.35313
28/MARCH/2019;0.6;2;None;524.69794;107.289894;100.31354
29/MARCH/2019;4.2;0;None;528.80206;122.75385;105.83542
30/MARCH/2019;17.000002;12.2;None;535;139.88802;114.67812
31/MARCH/2019;24.800001;1;None;538.7527;141.95427;117.6
1/APRIL/2019;0.2;0.2;None;540.37897;162.61719;None
2/APRIL/2019;2;3;None;539.6842;169.99146;None
3/APRIL/2019;0;0;None;536.46875;255.32532;115.518745
4/APRIL/2019;4.6;32.8;None;536.1042;436.69824;115.86506
5/APRIL/2019;1.8000001;0;None;534.98956;447.22186;114.64687
6/APRIL/2019;0.4;4.2;None;532.1458;466.65625;110.54584
7/APRIL/2019;1.2;0;None;527.21875;320.69635;103.691666
8/APRIL/2019;0;2.6000001;None;521.2708;405.2373;95.890625
9/APRIL/2019;0;12;None;517.375;422.92;91.02604
10/APRIL/2019;20.400003;50.60001;None;518.09375;420.51813;91.94063
11/APRIL/2019;0;0;None;517.46875;422.34814;91.1625
12/APRIL/2019;0;0;None;519.40625;422.27188;93.54479
13/APRIL/2019;0;0;None;528.92706;428.4525;106.12708
14/APRIL/2019;0;0;None;543.84375;416.77625;117.6
15/APRIL/2019;1.4;0;None;551.61456;403.77875;None
16/APRIL/2019;0.8;5.6;None;549.30206;403.85312;None
17/APRIL/2019;0;0;None;543.17706;403.63;None
18/APRIL/2019;0;0;None;536.2083;403.85312;115.21571
19/APRIL/2019;11;0.8;None;530.55206;403.85312;108.28854
20/APRIL/2019;0.2;0;None;524.9583;403.89032;100.67396
21/APRIL/2019;0;0;None;518.3125;403.63;92.20209
22/APRIL/2019;0;0.6;None;511.10416;403.5928;83.6375
23/APRIL/2019;20.200005;23.800003;None;506.18753;403.035;78.15938
24/APRIL/2019;0.6;0.8;None;501.3646;403.44406;73.092705
25/APRIL/2019;0.2;0;None;495.92706;404.0019;67.71146
26/APRIL/2019;0;0;None;490.1354;411.8103;62.321877
27/APRIL/2019;0;0;None;485.2396;454.82626;58.026043
28/APRIL/2019;0;0;None;480.7292;396.3896;54.283333
29/APRIL/2019;0;0;None;476.1042;396.31604;50.67604
30/APRIL/2019;0;1.6;None;471.46872;409.35394;47.233334
31/APRIL/2019;None;None;None;None;None;None
1/MAY/2019;0;0;None;467.4583;407.32898;44.420834
2/MAY/2019;0;0;None;463.6354;448.3043;41.8625
3/MAY/2019;0;0;None;460.09375;376.87918;39.591667
4/MAY/2019;0;0;None;457.28125;409.00613;37.86875
5/MAY/2019;0;0;None;455.03125;454.04865;36.51875
6/MAY/2019;0;0;None;453.5625;389.57364;35.68125
7/MAY/2019;0;0;None;451.78128;329.58688;34.66875
8/MAY/2019;0;0;None;451.92706;268.2202;34.805206
9/MAY/2019;0;0;636.25;477.95834;218.57053;52.391666
10/MAY/2019;0;0;628.23956;501.70834;482.5594;73.64271
11/MAY/2019;0;0;616.75;516.61456;438.12708;90.11875
12/MAY/2019;0;0;606;512.01044;398.99792;84.6875
13/MAY/2019;5.6000004;0;593.9375;508.2396;357.67188;80.370834
14/MAY/2019;0;0;581.9792;505.93753;319.33853;77.90521
15/MAY/2019;36;26.599998;570.6875;503.71878;285.5;75.53021
16/MAY/2019;7.9999986;4.8;567.0833;505.19794;275.17813;77.11771
17/MAY/2019;0.2;11.8;559.2083;505.4167;253.43333;77.34271
18/MAY/2019;0;0.2;551.3125;507.07294;232.71458;79.08021
19/MAY/2019;0;0;542.59375;508.875;211.0698;81.08542
20/MAY/2019;0.2;0;534.7708;511.9375;192.70625;84.56563
21/MAY/2019;1.4000001;0.6;527.88544;514.38544;177.41042;87.46042
22/MAY/2019;0;0;521.5208;519.8958;163.91875;94.21875
23/MAY/2019;0;1;519.6458;530.9792;160.05208;108.89167
24/MAY/2019;3.2000003;0.4;518.2083;533.6667;157.1177;112.75729
25/MAY/2019;0.2;0.4;516.55206;539.1042;153.80417;None
26/MAY/2019;0.2;1.6;515.17706;539.70966;151.08229;None
27/MAY/2019;12.8;21.6;512.8333;539;146.49063;117.6
28/MAY/2019;0.2;0.2;508.89584;531.5208;139.075;109.75521
29/MAY/2019;0;0;496.0729;517.46875;116.4125;91.21562
30/MAY/2019;0;0;480.5;508.58334;91.97604;80.796875
31/MAY/2019;0;0;466.3333;501.4792;72.77187;73.22083
1/JUNE/2019;0;0;437.375;497.7708;41.617706;69.47187
2/JUNE/2019;0;0;427.3542;502.52176;32.983334;74.290215
3/JUNE/2019;0;0;424.34375;508.35416;30.754168;80.530205
4/JUNE/2019;0;0;410.65625;512.44794;21.421875;85.15938
5/JUNE/2019;0;0;404.63544;514;17.988543;87
6/JUNE/2019;0;0;409.89584;514.01044;20.959375;87.0125
7/JUNE/2019;0;0;415.44794;513.3333;24.904165;86.200005
8/JUNE/2019;0;0;442.25;511.5625;47.147915;84.15312
9/JUNE/2019;0;0;480.7292;507.15625;92.277084;79.21146
10/JUNE/2019;0;0;486.82144;504.95834;120.57198;76.85417
11/JUNE/2019;0;0;None;504.39584;209.5389;76.23542
12/JUNE/2019;0;0;447.64102;503.27084;51.241024;75.07084
13/JUNE/2019;0;0;446.99997;503.69476;50.6;75.51473
14/JUNE/2019;0;None;445.54166;505.07294;49.141666;76.97708
15/JUNE/2019;0;None;444.36456;499.02084;47.96458;70.75
16/JUNE/2019;0;None;454.0521;492.41666;58.11354;64.41146
17/JUNE/2019;0;None;459.02084;487.1146;63.734375;59.645832
18/JUNE/2019;0;None;460.54166;484.6354;65.495834;57.522915
19/JUNE/2019;5.4;None;459.8646;481.6771;64.70729;55.041668
20/JUNE/2019;0;None;455.0417;477.64584;59.158333;51.865623
21/JUNE/2019;0;None;451.4896;473.03122;55.286457;48.356247
22/JUNE/2019;0;None;449.73956;467.1875;53.408333;44.264584
23/JUNE/2019;0;None;445.4583;460.20834;49.071873;39.675
24/JUNE/2019;0;None;441.3229;453.90628;45.020836;35.9
25/JUNE/2019;0;None;439.89584;450.21875;43.70625;33.791668
26/JUNE/2019;0;None;437.52084;446.16666;41.475002;31.623959
27/JUNE/2019;0;None;434.96875;439.3854;39.284126;28.254168
28/JUNE/2019;0;None;433.09375;433.01044;None;25.346874
29/JUNE/2019;0;None;428.4896;423.03125;None;21.319792
30/JUNE/2019;0;None;421.96872;411.94644;None;17.421429
31/JUNE/2019;None;None;None;None;None;None
1/JULY/2019;0;None;416.1771;398.06976;None;13.345349
2/JULY/2019;0;None;412.3021;395.375;None;12.676042
3/JULY/2019;0;None;409.8646;390.83334;None;11.5875
4/JULY/2019;0;None;406.01044;382.6354;None;9.828125
5/JULY/2019;0;None;398.25;374.90625;None;8.341666
6/JULY/2019;0;None;389.34375;365.9479;None;6.8541665
7/JULY/2019;0;None;381.125;355.5729;None;5.4104166
8/JULY/2019;0;None;368.91666;343.70834;None;4.070833
9/JULY/2019;0;None;359.83334;339.95834;None;3.6958332
10/JULY/2019;0;None;351.15625;336.47916;None;3.3770833
11/JULY/2019;0;None;344.1354;332.125;None;2.90625
12/JULY/2019;0;None;334.9479;329.6354;None;2.8
13/JULY/2019;0;None;322.625;324.03125;None;2.6916666
14/JULY/2019;0;None;304.7604;295.1875;None;2.2
15/JULY/2019;0;None;290.21875;267.78125;None;1.765625
16/JULY/2019;0;None;288.0729;260.0729;None;1.6604167
17/JULY/2019;0;None;291.1771;273.6875;None;1.86875
18/JULY/2019;0;None;285.6875;303.60938;None;2.3359375
19/JULY/2019;0;None;276.78125;315.46667;None;2.52
20/JULY/2019;0;None;267.35416;320.8;None;2.62
21/JULY/2019;0;None;256.03125;None;None;None
22/JULY/2019;0;None;258.75;None;None;None
23/JULY/2019;0;None;262.3125;None;None;None
24/JULY/2019;0;0.6;265.0521;269.13113;None;1.7918032
25/JULY/2019;0;0;268.10416;279.09375;None;1.940625
26/JULY/2019;0;0;273.1771;278.9375;None;1.9416666
27/JULY/2019;0;0;275.6146;271.65625;None;1.8395833
28/JULY/2019;0;0;269.1979;259.58334;None;1.6500001
29/JULY/2019;0;0;256.5;246.84375;None;1.4697917
30/JULY/2019;0;0;253.89583;238.72917;None;1.375
31/JULY/2019;0;0;253.04167;238;None;1.3604167
1/AUGUST/2019;0;0;254.10464;236.54166;None;1.3333333
2/AUGUST/2019;0;0;255.04256;233.95833;None;1.3
3/AUGUST/2019;0;0;249.59184;231.625;None;1.2895833
4/AUGUST/2019;None;0;240.43398;222.29167;None;1.1489583
5/AUGUST/2019;0;0;237.5;223.45833;None;1.171875
6/AUGUST/2019;0;0;236.60869;223.71875;None;1.1989584
7/AUGUST/2019;0;0;231.34328;220.16667;None;1.1270834
8/AUGUST/2019;0;0;232.70833;218.875;None;1.1
9/AUGUST/2019;0;0;235.55206;210.17708;None;1.01875
10/AUGUST/2019;0;0;230.85416;196.17708;None;0.8541667
11/AUGUST/2019;0;0;217.76042;183.85417;None;0.7375
12/AUGUST/2019;0;0;218.26042;189.03125;None;0.7864583
13/AUGUST/2019;0;0;221.72917;196.83333;None;0.8822917
14/AUGUST/2019;0;0;217.26042;195.03125;None;0.8385417
15/AUGUST/2019;0;0;217.03125;183.5;None;0.7375
16/AUGUST/2019;0;0;216.72917;164.5;None;0.54375
17/AUGUST/2019;0;0;213.78127;144.61458;None;0.5
18/AUGUST/2019;0;0;208.91666;126.895836;None;None
19/AUGUST/2019;0;0;216.1146;135.25807;None;None
20/AUGUST/2019;0;0;222.45833;148.54347;None;0.5
21/AUGUST/2019;0;0;223.89583;159.0421;None;0.5
22/AUGUST/2019;0;0;222.9375;166.69792;None;0.57395834
23/AUGUST/2019;0;0;222.45833;163.95833;None;0.5447917
24/AUGUST/2019;0;0;224;163.40625;None;0.53020835
25/AUGUST/2019;0;0;225.57292;170.97917;None;0.6
26/AUGUST/2019;0;0;224.10417;171.29167;None;0.6
27/AUGUST/2019;0;0;227.17708;169.22917;None;0.6
28/AUGUST/2019;0;0;230.64583;175.375;None;0.6458333
29/AUGUST/2019;0;0;230.88542;181.46875;None;0.7
30/AUGUST/2019;0;0;230.35417;183.84946;None;0.71397847
31/AUGUST/2019;0;0;233.3229;188.53763;None;0.8
1/SEPTEMBER/2019;0;0;234.33331;192.55208;None;0.8
2/SEPTEMBER/2019;0;0;234.28123;196.15625;None;0.875
3/SEPTEMBER/2019;0;0;234.53123;199.10417;None;0.9
4/SEPTEMBER/2019;0;0;233.9479;202.22917;None;0.9
5/SEPTEMBER/2019;0;0;234.43748;205.61458;None;0.9864583
6/SEPTEMBER/2019;0;0;233.30208;208.60416;None;1
7/SEPTEMBER/2019;0;0;233.46875;211.14581;None;1
8/SEPTEMBER/2019;0;0;232.15625;213.50002;None;1.0416666
9/SEPTEMBER/2019;0;0;232.4375;215.71877;None;1.1
10/SEPTEMBER/2019;0;0;232.46875;217.80208;None;1.1
11/SEPTEMBER/2019;0;0;232.42708;219.75;None;1.1
12/SEPTEMBER/2019;0;0;232.29167;221.22917;None;1.1229167
13/SEPTEMBER/2019;0;0;232.01042;222.35417;None;1.2
14/SEPTEMBER/2019;0;0;231.77083;223.69792;None;1.2
15/SEPTEMBER/2019;0;0;231.45833;224.76042;None;1.2
16/SEPTEMBER/2019;0;0;231.3125;225.91667;None;1.2
17/SEPTEMBER/2019;0;0;231.0625;226.42708;None;1.2
18/SEPTEMBER/2019;0;0;231.03125;227.04167;None;1.2
19/SEPTEMBER/2019;0;0;230.60417;228;None;1.2
20/SEPTEMBER/2019;0;0;230.40625;228.04167;None;1.2
21/SEPTEMBER/2019;0;0;230.39583;228.98958;None;1.2
22/SEPTEMBER/2019;0;0;230.16667;229;None;1.2
23/SEPTEMBER/2019;0;0;229.98958;229.59375;None;1.259375
24/SEPTEMBER/2019;0;0;229.16667;229.78125;None;1.2781249
25/SEPTEMBER/2019;0;0;228.28125;229.97917;None;1.2979167
26/SEPTEMBER/2019;0;0;226.82292;230;None;1.3
27/SEPTEMBER/2019;0;0;225.92708;230;None;1.3
28/SEPTEMBER/2019;0;0;224.76042;230;None;1.3
29/SEPTEMBER/2019;0.2;0;223.29167;230;None;1.3
30/SEPTEMBER/2019;0;0;227.72917;229.98947;None;1.2989473
31/SEPTEMBER/2019;None;None;None;None;None;None
1/OCTOBER/2019;4.2;6.4;231.125;230;None;1.3
2/OCTOBER/2019;3.0000002;2.6000001;233.3229;230.71875;None;1.3
3/OCTOBER/2019;0;0;234.29166;231;None;1.3
4/OCTOBER/2019;1.4000001;1.4000001;233.43748;230.97826;None;1.3
5/OCTOBER/2019;9.999998;37.000004;233.91666;232.3229;None;1.3
6/OCTOBER/2019;0;0;235.48958;235.3854;None;1.3
7/OCTOBER/2019;0;0;235.5729;235.99998;None;1.3
8/OCTOBER/2019;0;0;234.73956;235.99998;None;1.3
9/OCTOBER/2019;31;28.800003;236.46875;239.375;None;1.36875
10/OCTOBER/2019;1.4;1.8000001;236.39583;241.3125;None;1.4
11/OCTOBER/2019;0;1.4;233.27083;240.00002;None;1.4
12/OCTOBER/2019;0;0;233.20833;240.00002;None;1.4
13/OCTOBER/2019;0;0;232.41667;240.21877;None;1.4
14/OCTOBER/2019;0;0;231.9375;241.00002;None;1.4
15/OCTOBER/2019;0;1.2;232.52083;241.04169;None;1.4
16/OCTOBER/2019;0;0;231.28125;241.40627;None;1.4
17/OCTOBER/2019;0;0;231.19792;242;None;1.4
18/OCTOBER/2019;0;0;231.8125;242;None;1.4
19/OCTOBER/2019;0;0;230.96875;242;None;1.4
20/OCTOBER/2019;5.2;0;224.07292;242;None;1.4
21/OCTOBER/2019;41.40001;10.799998;217.41667;242.42708;None;1.4
22/OCTOBER/2019;0.8;0.2;216.1146;243;None;1.4
23/OCTOBER/2019;0;0;218.13542;243;None;1.4
24/OCTOBER/2019;0;0;221.04167;242.97917;None;1.4
25/OCTOBER/2019;20.6;1.4;223.47917;243;None;1.4
26/OCTOBER/2019;0.6;0.2;226.28125;243.18478;None;1.4
27/OCTOBER/2019;0;0;227.75;243.97826;None;1.4
28/OCTOBER/2019;0.4;5.9999995;228.58333;244;None;1.4
29/OCTOBER/2019;0.2;0;229.01042;244;None;1.4
30/OCTOBER/2019;12.2;0;225.30208;244;None;1.4
31/OCTOBER/2019;1;None;222.35417;None;None;None
1/NOVEMBER/2019;0.2;None;219.125;None;None;None
2/NOVEMBER/2019;2.4;None;216.3646;None;None;None
3/NOVEMBER/2019;2.2;None;214.14131;None;None;None
4/NOVEMBER/2019;0;None;212.95834;None;None;None
5/NOVEMBER/2019;0;None;210.3229;None;None;None
6/NOVEMBER/2019;0;None;209.35416;None;None;None
7/NOVEMBER/2019;0;None;210.11456;None;None;None
8/NOVEMBER/2019;3.0000002;None;209.08333;None;None;None
9/NOVEMBER/2019;0.4;None;208.99998;None;None;None
10/NOVEMBER/2019;0;None;209.03123;None;None;None
11/NOVEMBER/2019;14.599999;None;207.75;None;None;None
12/NOVEMBER/2019;15.200001;None;207.59375;None;None;None
13/NOVEMBER/2019;0.2;None;207.42708;None;None;None
14/NOVEMBER/2019;0;None;206.4375;None;None;None
15/NOVEMBER/2019;0;None;204.52083;None;None;None
16/NOVEMBER/2019;2.8000002;None;203.44792;None;None;None
17/NOVEMBER/2019;18.000004;None;204.57292;None;None;None
18/NOVEMBER/2019;0.2;None;209.05208;None;None;None
19/NOVEMBER/2019;2;None;210.46873;None;None;None
20/NOVEMBER/2019;18.6;None;210.61456;None;None;None
21/NOVEMBER/2019;8.4;None;211.90623;None;None;None
22/NOVEMBER/2019;10;None;213.59377;None;None;None
23/NOVEMBER/2019;8.599998;None;213.93752;None;None;None
24/NOVEMBER/2019;0.2;None;214.72919;None;None;None
25/NOVEMBER/2019;0;None;213.57292;None;None;None
26/NOVEMBER/2019;3.6;0;212.73404;None;None;None
27/NOVEMBER/2019;6.2000003;10.4;214.91669;272;None;1.8
28/NOVEMBER/2019;0.8;0.8;217.47728;272.83334;None;1.875
29/NOVEMBER/2019;0;0.4;218.89583;274.16855;None;1.9
30/NOVEMBER/2019;0;0;219.58333;277.66315;None;1.9010526
31/NOVEMBER/2019;None;None;None;None;None;None
1/DECEMBER/2019;0;0;220.20833;281.04166;None;1.9833333
2/DECEMBER/2019;0;0;221.04167;285.6875;None;2.0583334
3/DECEMBER/2019;0;1.6;221.75;290.20834;None;2.1052082
4/DECEMBER/2019;30.400005;19.200003;228.66667;296.45834;None;2.1979167
5/DECEMBER/2019;2.4;8.4;233.03125;300.6771;None;2.2979167
6/DECEMBER/2019;0;0.2;233.1979;303.9896;None;2.3270833
7/DECEMBER/2019;3.6000001;10.4;233.5729;303.22916;None;2.321875
8/DECEMBER/2019;20.600002;12.400001;232.42708;296.4382;None;2.2033708
9/DECEMBER/2019;4.3999996;None;234.59373;None;None;None
10/DECEMBER/2019;0;None;234.10416;None;None;None
11/DECEMBER/2019;7;None;235.1354;None;None;None
12/DECEMBER/2019;3.6;None;235.27081;None;None;None
13/DECEMBER/2019;6;None;236.11456;None;None;None
14/DECEMBER/2019;0;None;235.39581;None;None;None
15/DECEMBER/2019;0;None;232.625;None;None;None
16/DECEMBER/2019;3;None;222.11458;None;None;None
17/DECEMBER/2019;3.4;None;211.35713;None;None;None
18/DECEMBER/2019;5.6;None;None;None;None;None
19/DECEMBER/2019;0;0.2;None;272.7586;None;1.8620689
20/DECEMBER/2019;None;0;None;263.70834;None;1.7083334
21/DECEMBER/2019;None;1.2;None;247.20834;None;1.4854167
22/DECEMBER/2019;None;3.8000002;None;232.08333;None;1.284375
23/DECEMBER/2019;None;0;None;222.14583;None;1.1520834
24/DECEMBER/2019;None;23.000002;None;224.15625;None;1.1822917
25/DECEMBER/2019;None;38.200005;None;240.76042;None;1.3958333
26/DECEMBER/2019;None;0;None;269.8021;None;1.8041667
27/DECEMBER/2019;None;0;None;292.95834;None;2.1635416
28/DECEMBER/2019;None;3.4000003;None;306.1146;None;2.3760417
29/DECEMBER/2019;None;2.2;None;308.09375;None;2.4
30/DECEMBER/2019;None;0;None;316.9479;None;2.5666666
31/DECEMBER/2019;None;0;None;329.66666;None;2.8291667
1/JANUARY/2020;None;0;None;328.1771;None;2.75
2/JANUARY/2020;None;13.399998;None;329;None;2.7927084
3/JANUARY/2020;None;9.8;None;331.59375;None;2.85
4/JANUARY/2020;None;1;None;330.9375;None;2.859375
5/JANUARY/2020;None;10.199999;None;326.79166;None;2.7083335
6/JANUARY/2020;None;0.8;None;328.8854;None;2.7885416
7/JANUARY/2020;None;1.4000001;None;337.0729;None;3.446875
8/JANUARY/2020;None;0;None;341.33334;None;3.8333333
9/JANUARY/2020;None;65.4;None;342.22916;None;3.9229167
10/JANUARY/2020;None;2.2;None;354.66306;None;5.2956524
11/JANUARY/2020;None;0.8;None;355.625;None;5.4083333
12/JANUARY/2020;None;0.8;None;360.53125;None;6.04375
13/JANUARY/2020;None;0;None;366.3021;None;6.8958335
14/JANUARY/2020;None;0.2;None;375.3646;None;8.407291
15/JANUARY/2020;None;0.6;None;381.1354;None;9.527083
16/JANUARY/2020;None;0;None;384.53125;None;10.20625
17/JANUARY/2020;None;29.2;None;393.41666;None;12.203125
18/JANUARY/2020;None;0;None;400.84378;None;14.072917
19/JANUARY/2020;None;14.799999;None;402.8646;None;14.659375
20/JANUARY/2020;None;0.2;None;411.1771;None;17.179167
21/JANUARY/2020;None;0;None;419.11456;None;19.826042
22/JANUARY/2020;None;33.800003;None;423.6979;None;21.554167
23/JANUARY/2020;None;60.2;None;428.45834;None;23.410416
24/JANUARY/2020;None;29.200003;None;438.375;None;27.79375
